# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/Bpertusis_tohamaI.fna" "-T" "16" "-a" "data/00ref/Bpertusis_tohamaI.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam" "results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/JK-9534_2_10.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_11.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_12.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_13.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_14.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_15.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_16.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_17.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_18.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_19.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_1.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_20.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_21.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_22.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_23.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_24.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_25.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_26.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_27.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_28.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_29.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_2.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_30.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_31.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_32.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_33.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_34.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_35.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_36.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_3.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_4.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_5.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_6.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_7.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_8.Aligned.sortedByCoord.out.bam	results/03map_reads/JK-9534_2_9.Aligned.sortedByCoord.out.bam
BP_RS05125	NC_002929.2	1074454	1075506	+	1053	21.49	19.61	23.20	23.38	11.25	13.25	24.24	10.70	24.79	12.91	14.51	27.66	16.53	40.70	16.16	12.13	26.28	20.60	28.65	29.64	21.36	4.74	11.33	19.49	24.38	11.22	27.37	17.43	20.84	3.34	21.73	16.81	15.27	9.50	14.80	12.69
BP_RS05130	NC_002929.2	1075559	1075948	+	390	11.19	4.69	11.78	7.67	9.59	6.41	6.26	1.43	12.27	7.38	9.74	7.87	12.66	16.51	11.53	4.20	7.50	10.07	17.04	9.79	7.16	3.12	5.53	10.10	10.00	7.67	13.50	9.32	7.23	1.96	6.44	6.17	6.27	4.35	11.00	2.75
BP_RS05135	NC_002929.2	1075957	1076589	+	633	11.51	5.42	16.78	10.36	9.33	11.89	7.37	3.26	7.86	6.29	4.56	5.62	5.95	11.94	7.31	8.82	13.77	12.20	8.10	9.09	15.26	3.14	8.56	7.26	8.16	6.74	8.44	12.56	10.04	0.35	11.18	5.10	4.99	7.43	6.21	5.04
BP_RS05140	NC_002929.2	1076689	1077705	-	1017	34.95	31.06	59.02	54.55	28.78	33.33	33.89	27.27	47.84	37.55	30.51	36.03	26.79	62.31	58.20	31.93	47.36	49.04	45.02	46.23	55.79	26.56	31.01	46.10	30.25	37.07	58.84	54.84	51.58	15.16	40.33	33.65	35.03	31.40	46.81	40.06
BP_RS05145	NC_002929.2	1077941	1078017	-	77	645671.80	452641.42	808382.93	743443.14	446515.45	436741.36	737305.76	92137.37	653187.21	795657.86	209792.48	635846.36	358154.98	1112571.21	965676.78	201126.36	886235.06	860623.44	548568.54	1068204.77	1164079.70	201363.78	572151.15	803704.68	547544.50	522715.79	1053520.17	821122.88	865369.61	86592.27	360511.17	328861.41	384951.14	343223.37	360751.99	375033.52
BP_RS05150	NC_002929.2	1078053	1078128	-	76	592552.94	441938.22	703412.37	1080463.19	581949.35	438954.29	691046.45	50284.55	623367.42	836888.34	203699.97	742616.85	398536.11	1130275.40	967006.75	118841.37	1052031.92	904395.77	569811.83	880918.39	1274569.87	183346.75	405663.17	790175.94	565102.13	313953.59	1018961.80	639474.16	849131.46	72453.69	359474.51	317928.17	356416.62	328942.82	415570.16	429303.67
BP_RS05155	NC_002929.2	1078160	1078235	-	76	1471080.86	1033515.29	1916604.50	2892232.73	1789704.66	1670766.92	2015667.39	96274.18	1441227.58	2619004.97	463794.06	2614890.26	1169290.31	2844894.70	2121314.70	253385.57	3134201.19	3303057.73	1882606.81	2284051.53	3091600.81	461094.43	1020729.16	2623097.98	1604205.79	1007221.16	2656213.43	1837291.83	2170155.84	153666.16	848279.31	731584.03	785114.22	888601.92	792359.41	944715.86
BP_RS05160	NC_002929.2	1078494	1079543	+	1050	173.35	182.57	304.64	167.32	150.91	117.74	141.79	119.51	201.49	143.80	88.31	147.56	130.39	289.51	231.26	164.88	197.61	205.82	167.06	200.01	237.37	99.58	154.62	158.62	134.16	144.02	232.32	202.42	142.84	44.40	215.57	141.31	156.78	131.51	216.22	130.08
BP_RS05165	NC_002929.2	1079540	1081184	-	1645	1259.31	1037.29	1704.94	1313.96	840.66	919.88	976.45	549.84	1543.51	1192.71	555.61	1099.72	902.69	1912.69	1496.76	873.03	1600.16	1614.66	1284.71	1314.82	1556.85	609.63	767.54	1364.94	1149.06	950.20	1565.44	1230.19	1127.92	317.51	1057.92	914.15	950.48	854.74	1249.87	856.70
BP_RS05170	NC_002929.2	1081181	1082068	-	888	480.26	456.67	715.33	375.26	322.72	274.58	260.60	189.05	403.50	359.12	274.35	313.09	264.84	535.90	351.33	243.48	515.79	489.34	386.40	357.55	402.02	259.93	211.99	380.89	349.25	304.18	347.80	310.14	259.56	143.50	540.41	446.47	415.46	347.16	516.70	356.01
BP_RS05175	NC_002929.2	1082209	1082682	-	474	227.18	209.49	289.51	458.32	207.17	153.40	190.42	103.79	242.09	324.62	154.21	266.86	310.84	294.97	293.13	154.13	425.57	386.20	278.58	238.30	263.96	112.96	123.35	349.34	265.05	194.58	201.16	206.33	168.93	65.21	225.53	155.52	172.99	168.72	344.54	201.02
BP_RS05180	NC_002929.2	1082672	1083694	-	1023	226.63	266.81	424.68	443.86	238.67	251.17	177.93	143.36	267.51	345.13	190.04	316.01	294.21	305.19	274.21	179.79	455.29	377.55	351.73	248.16	305.36	171.13	135.37	367.37	231.03	221.56	231.58	211.18	207.48	123.10	319.06	178.31	169.44	259.24	285.34	240.86
BP_RS05185	NC_002929.2	1083691	1085118	-	1428	328.24	340.26	526.44	599.79	341.68	310.72	214.83	155.57	312.00	442.72	238.50	357.68	367.30	366.72	319.00	201.91	569.92	479.34	369.89	323.90	356.46	215.43	218.00	420.79	330.37	311.77	304.73	251.63	250.92	118.28	392.93	226.83	236.67	333.08	442.80	321.87
BP_RS19780	NC_002929.2	1085275	1085688	+	414	104.87	109.33	172.65	188.77	96.04	102.88	75.42	41.38	99.76	123.06	82.27	136.47	113.04	116.69	82.34	80.54	145.38	131.88	116.33	94.61	116.16	73.25	53.10	149.12	95.59	71.36	105.75	78.43	70.64	46.50	123.52	66.12	82.69	111.47	118.15	143.38
BP_RS19785	NC_002929.2	1085591	1086001	+	411	120.18	118.43	177.58	273.29	102.18	124.79	102.36	53.40	126.24	174.57	89.72	179.36	157.84	163.25	139.29	90.25	202.84	187.26	146.96	151.33	161.12	79.34	67.39	304.35	138.37	110.20	111.75	122.46	86.18	51.62	141.51	75.68	81.74	135.13	106.24	147.69
BP_RS05195	NC_002929.2	1086056	1087072	-	1017	43.16	35.78	67.09	66.56	44.27	39.73	43.69	23.24	49.37	61.01	31.96	61.23	34.89	78.54	57.82	34.11	76.70	71.91	57.17	62.08	65.40	28.45	37.66	76.26	46.86	44.78	72.66	55.70	54.08	13.42	40.85	33.53	33.58	40.46	53.54	50.57
BP_RS05200	NC_002929.2	1087404	1088339	-	936	459.72	455.48	755.05	621.37	372.48	402.07	376.83	248.02	525.89	587.53	297.57	486.88	475.41	617.20	535.45	321.64	680.16	667.54	514.43	531.23	610.75	299.90	340.16	604.42	438.83	359.01	596.85	499.19	413.67	192.47	595.10	385.97	383.22	428.67	504.00	438.12
BP_RS05205	NC_002929.2	1088389	1090269	-	1881	1299.86	1395.44	2222.21	2055.13	1223.48	1406.54	1180.96	641.32	1410.64	1773.01	856.52	1668.77	1101.97	2186.15	1551.62	943.64	2353.68	2135.94	1516.46	1531.32	1893.65	854.67	851.90	1868.15	1464.01	1019.28	1788.48	1305.56	1282.03	417.99	1476.93	1130.72	1026.55	1229.03	1457.78	1131.97
BP_RS05210	NC_002929.2	1090336	1090680	-	345	297.19	332.23	515.55	603.75	277.97	358.00	218.16	233.08	395.63	482.62	267.96	420.98	385.71	539.51	372.03	283.74	530.10	466.26	384.70	455.71	501.72	192.29	286.83	497.38	329.58	313.30	420.45	392.78	323.64	143.67	401.36	280.86	269.68	303.57	325.08	350.60
BP_RS05215	NC_002929.2	1090825	1091775	-	951	14.24	12.23	22.70	17.80	9.56	9.99	15.20	4.08	20.09	13.80	7.12	11.22	13.79	33.57	35.24	4.55	16.50	17.55	7.82	27.54	18.88	7.71	9.98	20.13	7.22	10.32	21.92	23.22	23.57	2.32	15.34	18.08	13.17	9.83	15.76	13.91
BP_RS05220	NC_002929.2	1091874	1093010	-	1137	592.84	541.18	921.43	763.72	471.28	453.80	382.47	481.36	528.80	660.59	348.72	621.09	550.59	733.38	702.02	527.47	829.37	797.71	660.03	642.00	783.63	342.62	325.59	695.13	511.94	548.49	637.09	591.47	526.55	172.03	630.03	440.62	421.51	447.60	621.02	419.82
BP_RS05225	NC_002929.2	1093007	1094050	-	1044	619.92	545.82	878.35	808.78	496.17	545.35	448.42	242.40	633.63	805.59	302.73	630.54	634.75	820.28	716.20	391.62	876.88	845.71	644.64	638.28	803.01	301.63	327.55	793.82	507.75	385.07	626.89	520.80	424.13	156.23	660.26	443.50	431.65	480.21	671.77	451.91
BP_RS05230	NC_002929.2	1094238	1095674	+	1437	400.92	329.24	528.74	339.09	211.62	214.80	364.41	186.05	637.91	260.99	125.10	235.78	183.21	695.95	682.17	325.91	368.77	427.61	302.17	462.66	590.97	161.53	243.61	350.42	296.57	221.36	600.67	452.33	442.01	80.57	288.51	328.13	296.41	158.81	352.38	229.56
BP_RS05235	NC_002929.2	1095765	1096406	+	642	303.23	256.78	387.42	299.47	250.52	218.60	157.64	176.67	333.28	285.85	144.78	241.04	226.81	408.46	324.80	264.53	344.44	338.36	283.64	267.65	323.49	180.77	220.27	310.95	220.43	225.01	301.00	281.96	253.61	96.62	300.33	200.92	228.42	181.59	301.50	203.19
BP_RS05240	NC_002929.2	1096742	1097758	+	1017	35.87	24.58	42.68	48.73	25.02	27.57	30.61	17.72	41.10	34.58	19.57	35.32	24.94	55.20	42.65	28.18	50.76	44.89	38.20	46.40	44.53	21.99	28.58	50.87	34.58	34.64	45.52	42.13	31.91	11.80	28.11	24.09	25.28	29.39	40.90	33.55
BP_RS05245	NC_002929.2	1098091	1100823	+	2733	121.47	122.76	179.05	6868.75	3819.40	3690.25	151.82	88.80	136.96	5227.72	3094.07	4915.77	4500.51	180.94	199.04	82.11	6659.75	7272.13	5332.85	153.24	220.90	3119.75	146.44	6769.04	5126.59	5060.88	156.15	173.86	148.36	1631.06	121.68	65.17	82.76	3887.28	6512.13	4366.91
BP_RS05250	NC_002929.2	1100890	1102311	-	1422	130.53	113.54	186.43	128.49	84.91	121.72	95.05	63.69	191.01	116.13	73.27	101.48	98.84	225.62	146.40	124.39	153.32	131.05	126.74	142.42	153.28	82.22	82.42	191.52	128.48	119.27	171.26	131.05	126.85	39.52	126.69	91.84	106.26	107.07	174.36	146.19
BP_RS05255	NC_002929.2	1102575	1103291	+	717	271.88	263.89	481.44	235.27	200.68	174.64	212.72	180.74	277.24	225.73	122.37	200.92	174.94	407.09	358.57	268.68	288.22	218.81	200.92	323.72	307.04	119.10	199.92	238.57	184.01	188.16	339.38	284.82	224.21	70.65	332.75	223.89	229.91	199.90	240.37	200.97
BP_RS05260	NC_002929.2	1103376	1103693	+	318	1739.66	1287.71	2323.51	909.52	1133.84	1101.30	921.15	799.85	1380.39	1003.99	773.99	924.50	885.32	1883.01	1418.31	1193.07	1803.32	1840.68	1406.62	1539.97	1379.27	754.42	818.02	803.51	1173.67	1284.44	1581.87	1437.12	1091.32	349.83	1443.33	1172.06	1153.84	794.62	1867.97	719.02
BP_RS05265	NC_002929.2	1103734	1104147	+	414	822.88	735.31	1188.09	322.53	394.89	381.50	412.35	318.33	755.36	380.36	370.20	425.35	286.22	860.89	745.18	508.73	697.17	763.34	679.50	669.00	688.16	431.24	380.50	355.68	677.98	642.09	785.01	629.68	543.51	172.11	739.25	625.27	626.97	402.60	999.92	440.72
BP_RS05270	NC_002929.2	1104149	1104508	+	360	703.21	660.93	993.05	606.64	447.70	486.38	538.28	445.62	908.15	595.27	314.92	548.06	522.70	1035.71	876.30	738.35	727.06	782.37	685.64	926.98	868.12	379.77	525.25	727.66	640.14	678.31	880.62	736.96	615.25	148.75	645.35	650.44	574.12	420.99	989.53	464.36
BP_RS05275	NC_002929.2	1104551	1106095	-	1545	207.76	221.86	296.55	194.89	133.76	106.03	105.88	95.08	194.43	138.41	100.97	145.22	134.78	238.03	187.77	104.35	227.06	200.57	147.56	148.10	184.30	110.16	111.88	180.97	135.21	127.17	164.97	169.80	121.81	69.57	216.66	169.00	183.22	147.05	205.06	137.89
BP_RS05280	NC_002929.2	1106179	1107009	+	831	786.84	834.85	1320.82	1173.22	411.74	531.14	633.29	401.29	796.33	727.07	385.91	697.08	541.31	1098.60	807.74	518.81	742.80	575.20	495.63	889.17	972.45	362.04	546.44	951.08	409.20	341.91	850.19	759.96	663.18	229.88	1101.21	630.51	610.85	566.37	519.86	594.91
BP_RS05285	NC_002929.2	1107044	1108198	-	1155	330.02	269.11	416.12	343.54	212.24	262.52	196.25	114.91	295.21	314.32	159.86	286.58	267.82	417.91	377.28	234.48	342.21	312.27	284.07	337.09	363.66	183.75	178.73	352.24	237.32	205.49	290.70	259.59	261.42	116.02	304.73	252.50	250.51	243.33	259.15	237.09
BP_RS05290	NC_002929.2	1108241	1109113	+	873	305.25	267.48	405.89	395.97	218.96	236.42	287.69	192.42	444.58	332.12	140.87	273.11	290.25	556.64	423.63	342.16	372.57	430.40	375.34	381.02	406.68	161.78	226.40	418.35	340.46	262.85	419.22	315.91	287.31	67.91	248.41	221.15	245.37	204.27	301.03	224.93
BP_RS05295	NC_002929.2	1109230	1111518	+	2289	595.46	572.08	851.53	726.46	487.01	451.12	508.06	426.50	645.12	620.42	344.43	546.38	463.01	859.43	701.68	569.05	743.01	762.67	619.00	642.59	692.68	339.72	360.09	687.48	573.31	534.42	705.62	671.76	508.37	173.46	563.81	455.93	467.68	432.90	683.04	467.56
BP_RS05300	NC_002929.2	1111568	1112728	+	1161	316.55	307.27	433.16	312.02	219.35	206.98	222.92	146.87	380.87	246.56	140.62	227.76	221.07	439.98	331.78	296.23	310.26	335.10	322.97	325.48	372.27	204.30	221.36	348.66	248.90	223.08	370.93	307.08	294.77	87.21	315.16	292.08	242.46	182.86	349.53	298.49
BP_RS05305	NC_002929.2	1112725	1113189	+	465	364.94	347.41	456.61	350.16	216.88	280.08	289.65	214.48	444.03	305.62	222.92	339.54	221.53	636.88	445.28	348.69	506.15	428.01	337.07	378.51	443.89	268.36	213.46	497.32	302.75	241.41	467.74	392.04	318.42	139.50	365.91	318.93	287.94	334.79	347.97	401.13
BP_RS05310	NC_002929.2	1113216	1114166	-	951	14.35	11.32	17.91	15.24	7.83	5.77	12.85	1.08	18.50	9.19	7.89	9.56	5.29	28.31	25.25	5.67	14.65	10.05	10.74	23.39	19.28	5.82	8.26	18.02	8.73	5.82	19.17	19.72	18.34	2.20	10.62	11.41	14.13	8.91	9.14	11.57
BP_RS05315	NC_002929.2	1114417	1114493	-	77	19629.02	15507.81	24025.65	41633.81	23100.80	22987.86	21544.95	1441.97	22999.66	39923.51	7232.05	35542.95	19261.45	37783.35	28725.57	3652.18	46656.71	46524.47	31662.37	27786.10	38134.13	7489.13	15735.63	41331.38	28210.14	18682.18	30777.17	23799.64	24353.83	2877.38	10629.13	8641.96	9644.90	12775.24	17070.16	16931.99
BP_RS05320	NC_002929.2	1114534	1115310	-	777	104.40	99.20	186.19	104.38	57.31	67.19	63.89	74.89	115.21	76.84	61.24	78.59	76.76	155.85	112.19	81.21	96.52	111.94	106.00	102.24	92.24	65.94	62.25	95.76	95.36	75.86	125.42	112.59	91.59	22.12	109.00	99.81	83.87	80.10	108.38	85.85
BP_RS05325	NC_002929.2	1115355	1116212	-	858	154.92	189.05	284.62	237.19	148.86	164.97	171.71	81.68	233.53	233.05	80.00	195.35	150.97	314.74	264.16	165.58	280.03	242.51	190.53	266.13	285.60	72.98	129.44	270.89	183.80	177.31	274.14	236.88	157.33	57.50	179.02	125.69	117.53	141.71	192.01	144.18
BP_RS05330	NC_002929.2	1116234	1117250	-	1017	125.99	163.89	255.48	143.58	111.00	141.34	109.45	40.82	151.66	129.01	67.03	124.93	105.24	209.76	147.51	104.15	189.67	191.91	146.68	149.55	173.91	103.02	107.48	196.42	125.97	113.44	165.89	130.67	126.78	28.45	194.67	135.53	118.90	100.49	202.31	115.57
BP_RS05335	NC_002929.2	1117385	1118425	-	1041	193.58	199.89	318.17	156.25	81.18	81.26	114.20	122.25	121.58	143.90	83.60	116.78	84.24	195.09	156.71	85.99	185.69	145.43	94.16	198.08	219.43	74.97	94.03	124.11	98.68	83.93	197.04	137.94	115.60	43.67	299.07	168.04	138.12	72.60	108.89	60.68
BP_RS05340	NC_002929.2	1118620	1120701	-	2082	352.22	297.97	481.95	342.69	223.21	256.43	332.18	241.57	517.70	335.93	115.81	218.72	207.46	567.15	491.09	298.07	395.68	372.77	382.47	426.92	457.86	204.67	241.96	403.89	261.36	274.45	504.08	435.41	369.62	57.38	320.11	280.08	248.12	199.60	315.31	237.29
BP_RS05345	NC_002929.2	1120937	1122430	+	1494	498.65	441.08	833.34	523.03	379.82	411.80	353.57	278.12	543.37	557.22	277.68	429.35	354.67	641.05	554.55	319.87	644.66	531.90	415.40	505.92	567.19	291.86	289.35	525.16	419.00	318.44	546.66	440.66	394.19	154.50	579.64	420.35	431.30	383.18	500.78	367.85
BP_RS05350	NC_002929.2	1122661	1123455	-	795	850.04	659.41	1029.72	520.15	310.12	290.55	626.58	543.98	795.64	351.33	199.84	320.32	229.73	1133.04	990.61	815.29	491.10	522.55	367.08	800.25	851.13	209.35	427.48	351.71	363.23	305.17	890.23	718.69	756.73	119.46	679.99	618.29	596.70	259.75	457.20	245.29
BP_RS05355	NC_002929.2	1123676	1125034	-	1359	2332.03	2166.35	3074.27	2083.26	1485.28	1370.03	1651.06	1011.61	2221.55	2125.15	1051.82	1870.40	1529.59	2813.47	2390.55	1689.04	2559.59	2467.50	1939.14	2337.66	2561.12	943.52	1343.79	2491.68	1674.13	1557.80	2203.89	2076.04	1691.60	566.75	2148.72	1653.09	1655.19	1340.51	1982.17	1494.03
BP_RS05360	NC_002929.2	1125031	1125873	-	843	1184.48	1183.26	1843.45	1122.78	810.00	745.80	955.95	813.39	1401.24	1154.33	641.08	1136.24	942.92	1888.49	1590.48	1156.12	1557.67	1509.26	1145.13	1318.35	1486.41	644.46	744.10	1244.00	1066.90	947.13	1394.16	1167.81	1058.34	339.38	1365.94	1037.11	936.52	835.47	1287.94	868.20
BP_RS05365	NC_002929.2	1125892	1127778	-	1887	4631.86	4577.11	7162.60	5255.65	3418.60	3221.92	3635.80	3082.52	4932.65	4769.23	2533.92	4181.37	3098.80	6727.04	5137.43	3733.65	6293.44	6148.53	4469.33	5445.85	5710.87	2456.65	3078.44	4813.28	4060.64	4054.37	5325.55	4897.67	3946.28	1248.13	5332.60	3771.18	3600.95	3121.47	4711.23	3147.14
BP_RS05370	NC_002929.2	1127720	1127971	+	252	10.79	6.78	12.59	17.61	13.44	9.39	12.88	0.73	5.60	13.67	6.72	10.99	10.88	18.96	17.04	3.56	15.11	15.40	11.25	14.17	9.27	3.85	7.58	16.89	13.35	3.50	15.33	9.47	12.42	0.43	8.32	5.98	4.05	7.12	3.45	5.79
BP_RS05375	NC_002929.2	1128016	1128648	-	633	13426.45	10308.57	20181.91	20356.29	7862.08	8808.86	14255.93	3476.09	15583.18	13198.46	5119.33	12948.68	6651.58	25528.42	21162.78	5847.32	17259.19	17567.65	12291.66	20328.43	24865.32	5530.53	9828.74	19208.23	9794.10	9061.27	23193.24	18089.86	20066.19	1998.75	10298.74	9084.61	9317.27	7902.29	9848.44	9405.90
BP_RS05380	NC_002929.2	1128667	1129269	+	603	378.40	350.69	605.06	433.92	308.38	281.01	262.87	183.82	448.66	384.55	191.74	342.07	308.62	524.38	509.03	320.28	498.70	527.31	436.14	441.11	510.62	200.64	254.89	446.12	347.93	341.50	443.43	360.72	350.67	83.05	378.40	322.59	303.69	257.96	432.68	206.12
BP_RS05385	NC_002929.2	1129421	1130371	+	951	22.29	16.00	28.82	27.27	11.85	23.07	18.12	12.63	29.63	17.31	10.04	13.47	11.72	34.60	30.54	19.34	28.48	18.49	22.55	18.42	25.68	10.92	16.02	28.68	21.69	18.02	24.39	16.55	19.20	4.52	19.74	20.32	20.81	14.68	20.33	18.69
BP_RS05390	NC_002929.2	1130368	1130952	+	585	49.62	35.05	52.30	79.21	31.78	42.64	55.55	39.96	88.29	52.89	10.88	35.30	45.07	83.92	70.00	41.28	65.70	53.94	47.45	57.92	88.28	19.43	25.59	54.69	44.84	45.60	89.89	55.80	59.69	16.36	35.11	44.91	47.01	34.12	64.87	33.69
BP_RS19790	NC_002929.2	1130952	1131164	+	213	15.10	14.71	16.34	16.22	6.04	7.44	19.12	23.50	42.10	11.45	4.50	4.06	12.25	27.01	18.19	29	8.35	9.28	12	36.51	38.07	4.50	15.80	15.88	11.38	12.06	20.09	21.00	20.49	2.50	18.03	15.50	11.30	6.50	12.05	12.48
BP_RS19795	NC_002929.2	1131174	1131974	-	801	197.95	194.24	313.98	432.25	228.85	200.04	184.45	111.66	304.31	281.10	140.00	254.67	217.97	377.60	339.50	158.64	349.85	377.73	304.01	277.83	340.95	133.76	179.37	360.26	299.77	333.26	351.24	255.52	218.24	70.29	256.64	179.78	194.27	187.92	269.62	206.34
BP_RS05400	NC_002929.2	1132018	1133004	-	987	661.02	658.10	1131.13	1210.32	494.80	687.66	581.25	155.95	648.49	791.95	298.85	605.03	542.43	1043.20	915.86	249.53	1394.67	1039.18	656.28	667.05	986.63	361.86	351.88	979.44	528.59	480.59	726.44	665.60	646.35	134.52	651.57	506.52	531.98	491.42	657.51	499.85
BP_RS05405	NC_002929.2	1133144	1134157	+	1014	289.81	276.60	423.90	381.89	253.27	253.25	189.81	141.68	301.99	336.24	195.71	312.22	319.91	330.28	320.56	185.40	447.47	421.65	320.44	363.22	330.60	156.55	163.22	365.82	264.37	255.00	291.79	260.55	226.41	99.96	338.07	253.47	235.38	220.27	364.78	190.99
BP_RS05410	NC_002929.2	1134154	1135104	-	951	36.18	23.57	56.56	35.63	30.33	18.13	34.59	10.23	55.49	25.25	15.31	20.02	13.98	87.05	68.85	13.68	45.69	46.34	30.90	53.53	57.06	22.41	33.55	52.55	33.70	21.89	72.84	49.91	67.53	9.10	30.48	27.29	43.86	24.92	39.92	33.05
BP_RS05415	NC_002929.2	1135217	1135675	-	459	477.35	379.84	636.55	392.95	262.13	255.52	367.59	295.39	641.44	263.06	196.82	259.16	199.29	825.01	588.32	453.74	482.09	540.03	430.52	529.67	531.78	257.59	370.21	315.21	397.98	440.08	785.43	605.40	483.37	130.71	496.43	430.24	523.27	263.82	499.32	294.58
BP_RS05420	NC_002929.2	1135712	1137025	-	1314	490.64	397.00	714.64	373.28	298.70	269.29	420.80	321.61	709.12	280.74	201.79	270.97	251.71	871.55	724.00	502.56	530.43	599.16	499.87	612.16	543.67	252.86	354.99	379.77	530.98	492.16	772.17	607.01	546.11	88.84	405.76	480.77	428.13	263.48	523.27	289.86
